DBN,School Name,School Type,Enrollment,Rigorous Instruction Rating,Collaborative Teachers Rating,Supportive Environment Rating,Effective School Leadership Rating,Strong Family-Community Ties Rating,Trust Rating,Student Achievement Rating,Rigorous Instruction - Percent Positive,Collaborative Teachers - Percent Positive,Supportive Environment - Percent Positive,Effective School Leadership - Percent Positive,Strong Family-Community Ties - Percent Positive,Trust - Percent Positive,Quality Review - How interesting and challenging is the curriculum,Quality Review - How effective is the teaching and learning,Quality Review - How well does the school assess what students are learning,Quality Review - How clearly are high expectations communicated to students and staff,Quality Review - How well do teachers work with each other,Quality Review - How safe and inclusive is the school while supporting social-emotional growth,Quality Review - How well does the school allocate and manage resources,"Quality Review - How well does the school identify, track, and meet its goals",Quality Review - How thoughtful is the school s approach to teacher development and evaluation,Quality Review - How well are school decisions evaluated and adjusted,Quality Review - Dates of Review,Average Grade 8 English Proficiency,Average Grade 8 Math Proficiency,Percent English Language Learners,Percent Students with Disabilities,Percent Self-Contained,Economic Need Index,Percent Overage/Undercredited,Percent in Temp Housing,Percent HRA Eligible,Percent Asian,Percent Black,Percent Hispanic,Percent White,Years of principal experience at this school,Percent of teachers with 3 or more years of experience,Student Attendance Rate,Percent of Students Chronically Absent,Teacher Attendance Rate
07X522,Bronx Design and Construction Academy,High School,452,Approaching Target,Approaching Target,Approaching Target,Not Meeting Target,Meeting Target,Approaching Target,Approaching Target,67.0%,53.0%,58.0%,63.0%,87.0%,72.0%,Proficient,Developing,Proficient,Proficient,Proficient,,,,,,3-Mar-16,2.52,2.35,16.8%,29.4%,5.3%,0.88,12.6%,20.1%,77.4%,0.2%,27.7%,68.1%,1.8%,2.70,64.3%,80.7%,49.4%,96.5%
07X527,Bronx Leadership Academy II High School,High School,511,Meeting Target,Meeting Target,Meeting Target,Meeting Target,Meeting Target,Meeting Target,Meeting Target,78.0%,74.0%,73.0%,78.0%,89.0%,87.0%,Proficient,Proficient,Developing,Well Developed,Well Developed,Well Developed,Proficient,Proficient,Well Developed,Proficient,November 2017,2.53,2.29,13.1%,27.8%,3.3%,0.92,12.7%,18.4%,85.1%,0.8%,26.6%,70.6%,1.2%,4.00,57.8%,85.3%,48.6%,96.2%
07X548,Careers in Sports High School,High School,528,Meeting Target,Meeting Target,Meeting Target,Meeting Target,Approaching Target,Meeting Target,Approaching Target,77.0%,85.0%,75.0%,89.0%,82.0%,90.0%,Proficient,Proficient,Proficient,Proficient,Well Developed,Well Developed,Well Developed,Proficient,Proficient,Proficient,March 2017,2.56,2.43,17.4%,25.0%,0.6%,0.89,12.9%,20.5%,78.2%,0.4%,29.2%,68.0%,2.1%,8.50,89.2%,82.2%,52.2%,95.5%
07X551,The Urban Assembly Bronx Academy of Letters,High School,336,Exceeding Target,Meeting Target,Meeting Target,Meeting Target,Meeting Target,Meeting Target,Meeting Target,74.0%,86.0%,68.0%,90.0%,87.0%,91.0%,Well Developed,Well Developed,Well Developed,Well Developed,Proficient,Well Developed,Well Developed,Proficient,Proficient,Proficient,May 2017,2.51,2.09,11.9%,28.0%,8.6%,0.93,6.5%,14.3%,84.5%,1.2%,29.5%,66.4%,2.7%,0.90,74.2%,80.7%,62.2%,99.2%
07X600,Alfred E. Smith Career and Technical Education Hig,High School,455,Approaching Target,Approaching Target,Approaching Target,Meeting Target,Meeting Target,Meeting Target,Meeting Target,76.0%,76.0%,66.0%,81.0%,89.0%,83.0%,Developing,Developing,Developing,Proficient,Developing,Proficient,Proficient,Proficient,Proficient,Developing,May 2017,2.42,2.21,19.3%,27.9%,4.0%,0.89,6.8%,18.2%,80.4%,0.4%,21.5%,75.4%,1.5%,7.10,82.1%,86.3%,49.7%,96.5%
07X670,Health Opportunities High School,High School,497,Approaching Target,Approaching Target,Meeting Target,Approaching Target,Not Meeting Target,Not Meeting Target,Approaching Target,74.0%,76.0%,66.0%,70.0%,76.0%,77.0%,Developing,Developing,Developing,Proficient,Developing,Proficient,Proficient,Developing,Developing,Developing,April-19,2.55,2.26,13.7%,22.3%,0.6%,0.91,17.7%,21.3%,81.9%,0.8%,37.4%,58.6%,0.8%,0.70,84.8%,82.2%,52.9%,96.8%
08X269,Bronx Studio School for Writers and Artists,High School,351,Approaching Target,Approaching Target,Meeting Target,Approaching Target,Approaching Target,Approaching Target,Approaching Target,74.0%,59.0%,62.0%,62.0%,85.0%,80.0%,Proficient,Developing,Developing,Proficient,Proficient,Well Developed,Proficient,Proficient,Proficient,Proficient,March 2017,2.69,2.28,10.0%,24.8%,0.6%,0.91,8.0%,16.0%,83.5%,0.9%,23.1%,74.4%,1.4%,1.90,70.9%,85.3%,47.1%,95.9%
08X282,Women's Academy of Excellence,High School,248,Meeting Target,Meeting Target,Approaching Target,Meeting Target,Approaching Target,Approaching Target,Approaching Target,75.0%,87.0%,63.0%,83.0%,81.0%,82.0%,Proficient,Proficient,Proficient,Developing,Proficient,Proficient,Proficient,Proficient,Proficient,Proficient,October 2016,2.48,2.17,21.4%,20.2%,0.0%,0.90,16.1%,23.0%,83.5%,11.3%,37.1%,33.5%,15.7%,15.10,60.0%,79.1%,58.3%,94.4%
08X293,Renaissance High School for Musical Theater and th,High School,460,Meeting Target,Exceeding Target,Meeting Target,Exceeding Target,Meeting Target,Exceeding Target,Meeting Target,82.0%,94.0%,74.0%,95.0%,89.0%,94.0%,Well Developed,Proficient,Proficient,Well Developed,Well Developed,Well Developed,Well Developed,Proficient,Well Developed,Well Developed,March-19,2.63,2.34,5.9%,23.0%,0.2%,0.80,9.8%,13.0%,73.0%,3.7%,24.3%,65.0%,6.3%,11.10,56.3%,83.3%,51.2%,95.5%
08X312,Millennium Art Academy,High School,422,Approaching Target,Meeting Target,Meeting Target,Approaching Target,Meeting Target,Meeting Target,Meeting Target,72.0%,82.0%,68.0%,84.0%,84.0%,87.0%,Developing,Developing,Developing,Proficient,Developing,Proficient,Proficient,Developing,Proficient,Developing,March 2017,2.76,2.37,6.6%,25.1%,0.2%,0.82,8.5%,15.4%,72.5%,1.4%,27.5%,67.3%,2.4%,7.10,91.4%,83.5%,50.8%,96.6%
08X320,Pelham Lab High School,High School,475,Meeting Target,Meeting Target,Approaching Target,Meeting Target,Meeting Target,Meeting Target,Approaching Target,76.0%,79.0%,63.0%,84.0%,91.0%,88.0%,Proficient,Developing,Proficient,Proficient,Proficient,Proficient,Proficient,Proficient,Proficient,Proficient,December 2017,2.62,2.32,15.6%,21.5%,1.9%,0.82,12.2%,13.5%,73.5%,6.7%,21.3%,61.9%,7.4%,6.10,52.5%,82.9%,57.1%,96.6%
08X348,Schuylerville Preparatory High School,High School,360,Approaching Target,Meeting Target,Approaching Target,Meeting Target,Meeting Target,Meeting Target,Approaching Target,69.0%,79.0%,59.0%,84.0%,90.0%,88.0%,Proficient,Developing,Developing,Proficient,Proficient,Proficient,Proficient,Proficient,Proficient,Proficient,January 2017,2.64,2.34,14.4%,22.5%,0.8%,0.78,10.6%,10.3%,69.4%,5.8%,28.3%,55.8%,8.3%,3.10,78.6%,83.3%,53.8%,96.2%
08X349,Bronx River High School,High School,425,Meeting Target,Meeting Target,Approaching Target,Meeting Target,Meeting Target,Approaching Target,Meeting Target,76.0%,75.0%,65.0%,86.0%,84.0%,83.0%,Proficient,Proficient,Proficient,Well Developed,Well Developed,Proficient,Well Developed,Proficient,Well Developed,Proficient,February 2018,2.53,2.34,16.2%,24.9%,2.1%,0.85,13.6%,13.9%,75.1%,5.4%,22.8%,63.8%,5.4%,6.10,70.6%,82.3%,55.9%,96.8%
08X367,"Archimedes Academy for Math, Science and Technolog",High School,358,Meeting Target,Approaching Target,Approaching Target,Meeting Target,Approaching Target,Approaching Target,Meeting Target,73.0%,71.0%,63.0%,74.0%,84.0%,81.0%,Proficient,Proficient,Proficient,Proficient,Developing,Well Developed,Proficient,Proficient,Proficient,Proficient,February 2017,2.59,2.34,12.8%,28.2%,7.8%,0.84,8.4%,19.3%,73.7%,8.7%,25.4%,63.1%,2.0%,12.10,80.4%,84.7%,51.2%,96.2%
08X376,Antonia Pantoja Preparatory Academy: A College Boa,High School,233,Approaching Target,Approaching Target,Approaching Target,Approaching Target,Approaching Target,Meeting Target,Meeting Target,73.0%,69.0%,60.0%,78.0%,86.0%,84.0%,Developing,Developing,Developing,Proficient,Developing,Proficient,Proficient,Proficient,Proficient,Developing,March 2017,2.55,2.10,15.5%,30.5%,0.9%,0.87,14.2%,22.3%,77.3%,7.7%,19.7%,69.1%,1.3%,4.50,97.1%,82.6%,57.7%,94.7%
08X405,Herbert H. Lehman High School,High School,794,Meeting Target,Meeting Target,Approaching Target,Meeting Target,Approaching Target,Meeting Target,Approaching Target,79.0%,75.0%,63.0%,75.0%,83.0%,84.0%,Proficient,Developing,Proficient,Proficient,Proficient,Proficient,Proficient,Proficient,Proficient,Proficient,April 2018,2.76,2.52,12.8%,24.7%,7.4%,0.80,8.3%,11.3%,72.4%,14.4%,27.0%,47.6%,9.3%,4.00,67.7%,85.2%,43.6%,95.5%
08X432,Bronx Bridges High School,High School,329,Approaching Target,Meeting Target,Meeting Target,Meeting Target,Exceeding Target,Meeting Target,Meeting Target,80.0%,86.0%,78.0%,88.0%,90.0%,90.0%,Developing,Developing,Proficient,Well Developed,Proficient,,,,,,"January 8, 2015",1.96,1.97,83.9%,11.6%,0.3%,0.98,24.0%,26.1%,80.2%,12.8%,4.6%,76.6%,3.6%,4.90,20.0%,84.5%,55.7%,97.8%
08X452,Gotham Collaborative High School,High School,532,Meeting Target,Meeting Target,Meeting Target,Meeting Target,Meeting Target,Exceeding Target,Approaching Target,75.0%,86.0%,66.0%,90.0%,87.0%,93.0%,Proficient,Proficient,Proficient,Well Developed,Proficient,,,,,,"May 8, 2015",2.45,2.15,15.4%,26.3%,0.0%,0.91,28.6%,20.7%,83.8%,9.2%,30.5%,58.5%,0.9%,2.10,76.5%,79.7%,56.7%,96.7%
08X530,Longwood Preparatory Academy,High School,342,Meeting Target,Exceeding Target,Meeting Target,Meeting Target,Exceeding Target,Exceeding Target,Meeting Target,82.0%,89.0%,74.0%,92.0%,95.0%,94.0%,Proficient,Proficient,Proficient,Proficient,Well Developed,Well Developed,Proficient,Proficient,Well Developed,Proficient,May 2018,2.39,2.07,17.5%,29.2%,0.3%,0.91,25.4%,22.2%,83.3%,0.9%,34.5%,62.3%,1.2%,3.50,48.5%,82.5%,51.7%,96.3%
08X558,Westchester Square Academy,High School,554,Approaching Target,Meeting Target,Approaching Target,Meeting Target,Approaching Target,Approaching Target,Approaching Target,70.0%,72.0%,64.0%,75.0%,81.0%,83.0%,Well Developed,Developing,Developing,Proficient,Proficient,Proficient,Proficient,Proficient,Proficient,Proficient,May-19,2.78,2.51,9.6%,20.6%,0.2%,0.75,7.8%,12.1%,65.0%,6.5%,24.4%,56.9%,11.2%,3.00,42.5%,81.6%,49.9%,96.2%
08X559,School for Tourism and Hospitality,High School,299,Approaching Target,Approaching Target,Approaching Target,Approaching Target,Not Meeting Target,Not Meeting Target,Not Meeting Target,65.0%,54.0%,57.0%,49.0%,71.0%,72.0%,Proficient,Developing,Developing,Proficient,Developing,Developing,Proficient,Proficient,Proficient,Proficient,March 2017,2.39,2.10,24.7%,29.4%,0.7%,0.94,20.4%,29.1%,84.9%,0.7%,30.8%,65.6%,2.0%,2.20,80.8%,70.0%,71.8%,95.2%
08X561,Bronx Compass High School,High School,381,Not Meeting Target,Not Meeting Target,Approaching Target,Approaching Target,Approaching Target,Meeting Target,Approaching Target,66.0%,71.0%,62.0%,83.0%,83.0%,88.0%,Developing,Developing,Developing,Developing,Under Developed,Developing,Developing,Developing,Developing,Developing,April 2017,2.66,2.40,10.8%,23.4%,2.1%,0.87,6.6%,17.8%,79.3%,4.2%,28.1%,63.8%,2.1%,2.50,58.8%,83.6%,55.9%,96.0%
09X227,Bronx Collegiate Academy,High School,388,Meeting Target,Exceeding Target,Exceeding Target,Exceeding Target,Exceeding Target,Exceeding Target,Meeting Target,87.0%,94.0%,77.0%,97.0%,91.0%,96.0%,Proficient,Proficient,Proficient,Well Developed,Well Developed,Well Developed,Well Developed,Proficient,Well Developed,Proficient,April 2018,2.57,2.25,19.1%,21.9%,0.3%,0.94,10.1%,17.5%,87.1%,3.4%,23.2%,71.9%,1.0%,8.40,75.0%,84.5%,38.2%,95.7%
09X231,Eagle Academy for Young Men,High School,291,Approaching Target,Approaching Target,Meeting Target,Approaching Target,Meeting Target,Approaching Target,Meeting Target,71.0%,56.0%,63.0%,63.0%,91.0%,78.0%,Proficient,Developing,Developing,Proficient,Proficient,Well Developed,Proficient,Proficient,Proficient,Developing,May 2017,2.49,2.48,5.2%,23.4%,4.8%,0.80,5.8%,10.7%,70.1%,0.7%,55.0%,40.5%,1.7%,3.80,65.7%,89.6%,25.5%,95.2%
09X241,Urban Assembly School for Applied Math and Science,High School,334,Approaching Target,Meeting Target,Meeting Target,Meeting Target,Meeting Target,Meeting Target,Meeting Target,72.0%,74.0%,69.0%,82.0%,93.0%,90.0%,Proficient,Proficient,Developing,Proficient,Developing,Proficient,Well Developed,Proficient,Well Developed,Proficient,January-19,2.60,2.78,11.4%,29.6%,0.0%,0.90,2.7%,11.7%,80.2%,0.0%,32.0%,66.8%,0.6%,0.90,51.8%,85.2%,43.6%,96.9%
09X250,Eximius College Preparatory Academy: A College Boa,High School,430,Exceeding Target,Exceeding Target,Exceeding Target,Exceeding Target,Exceeding Target,Meeting Target,Meeting Target,88.0%,90.0%,82.0%,94.0%,92.0%,89.0%,Well Developed,Well Developed,Well Developed,Well Developed,Well Developed,,,,,,"January 15, 2015",2.77,2.52,8.6%,25.6%,0.0%,0.87,9.5%,14.7%,77.2%,0.9%,32.1%,65.3%,0.0%,7.90,66.7%,88.5%,39.4%,96.4%
09X252,Mott Hall Bronx High School,High School,379,Meeting Target,Meeting Target,Meeting Target,Meeting Target,Meeting Target,Meeting Target,Meeting Target,67.0%,73.0%,64.0%,82.0%,89.0%,86.0%,Proficient,Proficient,Proficient,Well Developed,Proficient,Well Developed,Well Developed,Proficient,Proficient,Proficient,October 2017,2.68,2.47,11.1%,22.7%,0.3%,0.90,8.2%,12.7%,80.5%,0.0%,26.1%,71.5%,1.1%,7.70,64.3%,83.6%,49.5%,96.5%
09X260,Bronx Center for Science and Mathematics,High School,448,Exceeding Target,Exceeding Target,Exceeding Target,Meeting Target,Meeting Target,Exceeding Target,Exceeding Target,84.0%,88.0%,79.0%,91.0%,86.0%,95.0%,Well Developed,Well Developed,Well Developed,Well Developed,Well Developed,,,,,,"April 27, 2015",3.05,2.97,5.8%,23.4%,3.8%,0.83,5.6%,11.2%,71.9%,6.7%,20.5%,67.6%,2.9%,14.10,84.4%,91.1%,28.1%,97.0%
09X263,Validus Preparatory Academy,High School,361,Approaching Target,Meeting Target,Meeting Target,Meeting Target,Approaching Target,Meeting Target,Meeting Target,75.0%,80.0%,69.0%,86.0%,84.0%,88.0%,Proficient,Developing,Developing,Proficient,Proficient,Proficient,Proficient,Proficient,Proficient,Proficient,March 2017,2.53,2.28,15.2%,27.7%,5.5%,0.92,11.1%,20.5%,85.6%,0.6%,31.6%,66.5%,0.6%,5.00,84.6%,83.3%,52.3%,97.2%
09X297,Morris Academy for Collaborative Studies,High School,409,Exceeding Target,Exceeding Target,Exceeding Target,Exceeding Target,Exceeding Target,Exceeding Target,Meeting Target,89.0%,94.0%,81.0%,98.0%,91.0%,95.0%,Well Developed,Proficient,Proficient,Proficient,Well Developed,Well Developed,Well Developed,Proficient,Well Developed,Well Developed,November 2017,2.54,2.25,17.1%,27.9%,2.9%,0.91,11.5%,15.6%,81.4%,1.7%,26.9%,69.4%,1.7%,6.60,67.6%,85.2%,39.2%,96.7%
09X324,Bronx Early College Academy for Teaching & Learnin,High School,272,Exceeding Target,Exceeding Target,Exceeding Target,Meeting Target,Meeting Target,Meeting Target,Meeting Target,83.0%,86.0%,70.0%,88.0%,91.0%,91.0%,Well Developed,Proficient,Proficient,Well Developed,Proficient,Well Developed,Proficient,Proficient,Well Developed,Proficient,May 2017,3.07,2.87,7.4%,15.4%,0.0%,0.87,1.1%,10.7%,77.6%,4.4%,26.8%,66.2%,1.5%,7.90,58.3%,90.0%,26.4%,96.6%
09X327,Comprehensive Model School Project M.S. 327,High School,433,Meeting Target,Exceeding Target,Meeting Target,Exceeding Target,Meeting Target,Exceeding Target,Meeting Target,85.0%,85.0%,77.0%,91.0%,87.0%,92.0%,Proficient,Proficient,Proficient,Well Developed,Well Developed,Well Developed,Well Developed,Proficient,Proficient,Proficient,March-19,2.88,3.09,11.5%,29.3%,9.2%,0.91,4.8%,15.2%,82.2%,0.2%,20.6%,77.8%,1.4%,4.90,76.9%,85.5%,51.3%,96.4%
09X329,DreamYard Preparatory School,High School,271,Meeting Target,Exceeding Target,Meeting Target,Meeting Target,Exceeding Target,Exceeding Target,Meeting Target,87.0%,91.0%,73.0%,95.0%,95.0%,93.0%,Proficient,Proficient,Proficient,Proficient,Well Developed,Well Developed,Proficient,Proficient,Proficient,Proficient,March 2017,2.50,2.27,22.5%,24.7%,0.4%,0.95,9.6%,26.9%,85.6%,0.7%,27.3%,69.4%,1.8%,7.20,65.2%,84.6%,47.7%,96.5%
09X365,Academy for Language and Technology,High School,324,Exceeding Target,Exceeding Target,Exceeding Target,Exceeding Target,Exceeding Target,Exceeding Target,Exceeding Target,94.0%,86.0%,95.0%,94.0%,96.0%,96.0%,Well Developed,Well Developed,Well Developed,Well Developed,Well Developed,,,,,,7-Jan-16,1.93,2.12,73.1%,7.1%,0.0%,0.99,7.1%,64.5%,82.1%,0.0%,0.0%,100.0%,0.0%,5.70,32.0%,89.0%,35.9%,97.5%
09X403,Bronx International High School,High School,418,Meeting Target,Exceeding Target,Meeting Target,Meeting Target,Approaching Target,Meeting Target,Exceeding Target,87.0%,87.0%,81.0%,88.0%,81.0%,91.0%,Proficient,Proficient,Proficient,Well Developed,Well Developed,Proficient,Proficient,Proficient,Proficient,Proficient,May 2018,1.84,1.97,91.4%,3.8%,0.0%,0.99,17.5%,38.3%,80.4%,2.9%,12.7%,80.9%,3.1%,13.10,77.4%,79.6%,54.9%,93.6%
09X404,School for Excellence,High School,326,Approaching Target,Approaching Target,Approaching Target,Approaching Target,Meeting Target,Meeting Target,Meeting Target,71.0%,75.0%,65.0%,88.0%,86.0%,87.0%,Developing,Developing,Developing,Developing,Developing,Proficient,Developing,Developing,Developing,Developing,March 2017,2.33,2.04,27.0%,27.9%,0.0%,0.92,23.0%,22.1%,86.2%,0.9%,28.5%,68.1%,1.2%,2.70,95.7%,73.7%,65.3%,96.3%
09X412,Bronx High School of Business,High School,275,Meeting Target,Meeting Target,Meeting Target,Meeting Target,Meeting Target,Meeting Target,Meeting Target,77.0%,83.0%,71.0%,86.0%,88.0%,90.0%,Proficient,Developing,Proficient,Proficient,Proficient,Proficient,Proficient,Proficient,Proficient,Proficient,March 2018,2.36,2.09,38.2%,22.9%,1.8%,0.96,14.9%,26.9%,87.3%,2.2%,20.0%,73.8%,2.2%,2.70,57.7%,83.0%,42.3%,95.7%
09X413,Bronx High School for Medical Science,High School,267,Approaching Target,Meeting Target,Meeting Target,Meeting Target,Exceeding Target,Exceeding Target,Meeting Target,80.0%,90.0%,70.0%,91.0%,96.0%,93.0%,Proficient,Developing,Developing,Proficient,Developing,Proficient,Proficient,Proficient,Proficient,Proficient,April 2017,3.06,2.98,7.9%,19.9%,7.9%,0.89,2.2%,7.1%,80.9%,7.1%,24.3%,63.7%,2.6%,17.10,70.6%,92.5%,21.2%,97.4%
09X505,"Bronx School for Law, Government and Justice",High School,477,Approaching Target,Approaching Target,Meeting Target,Meeting Target,Not Meeting Target,Approaching Target,Meeting Target,75.0%,69.0%,64.0%,79.0%,82.0%,82.0%,Proficient,Developing,Developing,Proficient,Proficient,Proficient,Proficient,Proficient,Proficient,Proficient,October 2017,3.10,2.76,8.2%,20.5%,2.7%,0.85,4.8%,13.0%,74.6%,1.5%,24.5%,72.3%,1.3%,4.00,70.0%,89.5%,34.8%,96.2%
09X517,Frederick Douglass Academy III Secondary School,High School,408,Meeting Target,Meeting Target,Meeting Target,Meeting Target,Meeting Target,Meeting Target,Meeting Target,82.0%,80.0%,78.0%,86.0%,85.0%,89.0%,Well Developed,Proficient,Proficient,Proficient,Proficient,Proficient,Proficient,Proficient,Proficient,Proficient,February 2018,2.35,2.08,20.3%,25.7%,0.7%,0.92,22.1%,26.5%,84.6%,1.2%,43.4%,52.2%,1.7%,3.70,62.5%,76.6%,60.5%,97.3%
09X525,Bronx Leadership Academy High School,High School,565,Meeting Target,Approaching Target,Approaching Target,Meeting Target,Meeting Target,Approaching Target,Approaching Target,71.0%,68.0%,58.0%,74.0%,85.0%,81.0%,Well Developed,Developing,Proficient,Well Developed,Proficient,Proficient,Proficient,Proficient,Proficient,Proficient,April 2017,2.39,2.08,19.8%,27.1%,2.8%,0.94,13.5%,21.1%,85.8%,0.5%,29.6%,66.7%,1.4%,0.40,44.2%,79.2%,60.0%,95.4%
09X543,High School for Violin and Dance,High School,253,Approaching Target,Approaching Target,Approaching Target,Approaching Target,Approaching Target,Approaching Target,Approaching Target,66.0%,64.0%,62.0%,70.0%,81.0%,81.0%,Proficient,Developing,Proficient,Proficient,Proficient,Proficient,Proficient,Proficient,Proficient,Proficient,March 2017,2.40,2.13,17.8%,31.6%,5.1%,0.93,17.0%,23.3%,85.4%,0.4%,34.8%,62.8%,1.6%,8.40,87.5%,76.5%,58.3%,95.7%
09X564,Claremont International HS,High School,361,Exceeding Target,Exceeding Target,Exceeding Target,Exceeding Target,Exceeding Target,Exceeding Target,Meeting Target,83.0%,96.0%,81.0%,95.0%,90.0%,95.0%,Well Developed,Well Developed,Proficient,Well Developed,Well Developed,,,,,,"April 15, 2015",1.84,1.96,84.5%,7.2%,0.0%,0.99,16.9%,45.4%,83.1%,8.9%,18.8%,67.9%,4.4%,7.10,88.9%,85.8%,37.6%,96.0%
09X568,Young Women's Leadership School of the Bronx,High School,285,Meeting Target,Exceeding Target,Meeting Target,Exceeding Target,Approaching Target,Meeting Target,Meeting Target,82.0%,89.0%,68.0%,92.0%,87.0%,89.0%,Well Developed,Proficient,Proficient,Proficient,Well Developed,Well Developed,Well Developed,Proficient,Proficient,Well Developed,March-19,3.07,3.06,4.6%,18.6%,0.4%,0.80,2.1%,4.9%,68.1%,2.8%,35.8%,57.2%,1.1%,6.90,61.0%,89.3%,36.0%,96.0%
10X141,Riverdale / Kingsbridge Academy (Middle School / H,High School,728,Meeting Target,Meeting Target,Meeting Target,Meeting Target,Meeting Target,Approaching Target,Meeting Target,77.0%,80.0%,64.0%,80.0%,88.0%,83.0%,Proficient,Proficient,Proficient,Well Developed,Proficient,Well Developed,Proficient,Proficient,Proficient,Proficient,March 2018,2.93,2.99,7.7%,20.6%,8.1%,0.51,0.4%,8.4%,42.0%,7.6%,10.2%,57.3%,24.2%,12.10,85.0%,92.4%,20.9%,96.7%
10X213,Bronx Engineering and Technology Academy,High School,377,Meeting Target,Approaching Target,Approaching Target,Approaching Target,Meeting Target,Approaching Target,Approaching Target,79.0%,64.0%,61.0%,60.0%,88.0%,74.0%,Proficient,Proficient,Developing,Proficient,Proficient,Proficient,Proficient,Proficient,Proficient,Proficient,March 2017,2.57,2.44,18.8%,24.4%,0.3%,0.87,13.5%,18.0%,75.3%,4.5%,28.4%,63.9%,2.4%,1.20,92.9%,78.8%,52.5%,95.5%
10X225,Theatre Arts Production Company School,High School,348,Meeting Target,Meeting Target,Meeting Target,Meeting Target,Meeting Target,Meeting Target,Approaching Target,73.0%,73.0%,63.0%,79.0%,89.0%,86.0%,Proficient,Proficient,Proficient,Proficient,Proficient,Well Developed,Well Developed,Proficient,Well Developed,Proficient,March 2018,2.72,2.43,7.5%,25.0%,2.6%,0.87,2.9%,14.1%,77.3%,2.3%,25.3%,70.7%,1.7%,7.40,66.0%,83.7%,47.2%,97.0%
10X237,"The Marie Curie School for Medicine, Nursing, and",High School,430,Meeting Target,Meeting Target,Approaching Target,Approaching Target,Approaching Target,Approaching Target,Approaching Target,70.0%,75.0%,61.0%,74.0%,80.0%,80.0%,Well Developed,Proficient,Proficient,Well Developed,Proficient,,,,,,"December 22, 2014",2.64,2.33,12.8%,23.5%,1.2%,0.86,10.2%,17.7%,75.1%,3.3%,28.8%,62.3%,3.7%,15.10,76.5%,79.0%,60.6%,95.7%
10X243,West Bronx Academy for the Future,High School,327,Approaching Target,Meeting Target,Meeting Target,Meeting Target,Meeting Target,Meeting Target,Meeting Target,77.0%,81.0%,64.0%,82.0%,92.0%,88.0%,Proficient,Developing,Developing,Proficient,Proficient,Well Developed,Proficient,Proficient,Proficient,Proficient,February 2017,2.67,2.47,10.7%,26.0%,5.2%,0.93,3.4%,17.1%,83.5%,3.1%,16.2%,78.3%,2.1%,15.10,74.0%,85.8%,33.4%,96.7%
10X264,Bronx Academy for Software Engineering (BASE),High School,419,Approaching Target,Meeting Target,Meeting Target,Meeting Target,Meeting Target,Exceeding Target,Approaching Target,74.0%,78.0%,71.0%,75.0%,86.0%,91.0%,Proficient,Proficient,Developing,Proficient,Proficient,Proficient,Proficient,Proficient,Proficient,Proficient,May-19,2.74,2.64,9.1%,27.9%,7.6%,0.80,7.2%,11.9%,67.3%,6.0%,27.0%,61.6%,3.3%,6.10,71.1%,84.9%,40.7%,99.1%
10X268,Kingsbridge International High School,High School,491,Approaching Target,Meeting Target,Approaching Target,Approaching Target,Meeting Target,Exceeding Target,Not Meeting Target,82.0%,90.0%,74.0%,94.0%,89.0%,92.0%,Developing,Developing,Developing,Developing,Developing,Developing,Developing,Developing,Developing,Developing,March 2017,1.83,1.96,87.2%,4.5%,0.0%,0.98,20.2%,41.1%,81.1%,3.3%,3.3%,90.2%,2.6%,2.50,75.0%,85.9%,45.4%,96.0%
10X284,Bronx School of Law and Finance,High School,369,Approaching Target,Meeting Target,,Meeting Target,Approaching Target,Exceeding Target,Meeting Target,81.0%,90.0%,69.0%,94.0%,84.0%,93.0%,Proficient,Developing,Developing,Proficient,Developing,Proficient,Proficient,Proficient,Proficient,Proficient,May 2017,2.55,2.34,21.7%,21.4%,2.4%,0.89,13.6%,20.6%,79.9%,1.1%,22.0%,72.4%,3.3%,7.10,92.0%,78.6%,60.4%,95.5%
10X342,International School for Liberal Arts,High School,371,Approaching Target,Exceeding Target,Exceeding Target,Meeting Target,Meeting Target,Meeting Target,Approaching Target,85.0%,84.0%,81.0%,89.0%,91.0%,88.0%,Proficient,Developing,Developing,Proficient,Proficient,Well Developed,Proficient,Proficient,Well Developed,Proficient,January 2018,2.29,2.23,68.7%,8.1%,0.0%,0.98,10.8%,37.5%,81.4%,0.0%,0.3%,99.7%,0.0%,7.40,77.3%,90.7%,26.8%,97.5%
10X351,Bronx Collaborative High School,High School,587,Meeting Target,Meeting Target,Meeting Target,Meeting Target,Exceeding Target,Meeting Target,Approaching Target,80.0%,74.0%,69.0%,76.0%,91.0%,85.0%,Proficient,Proficient,Proficient,Well Developed,Proficient,Well Developed,Well Developed,Proficient,Proficient,Proficient,October 2016,2.70,2.44,19.1%,23.0%,0.2%,0.86,13.3%,19.1%,77.0%,3.4%,28.8%,63.0%,3.4%,6.10,61.4%,75.7%,65.9%,95.9%
10X353,World View High School,High School,551,Meeting Target,Exceeding Target,,Exceeding Target,Exceeding Target,Meeting Target,Exceeding Target,85.0%,90.0%,84.0%,91.0%,92.0%,92.0%,Proficient,Proficient,Proficient,Well Developed,Well Developed,Proficient,Well Developed,Well Developed,Well Developed,Well Developed,November-18,2.75,2.60,25.0%,18.0%,0.0%,0.81,6.4%,16.7%,69.5%,1.1%,23.2%,71.7%,0.7%,5.40,53.3%,91.2%,28.8%,99.8%
